name,calories,fats,proteins,carbohydrates
"Glutino, Gluten Free Cookies, Vanilla Creme",487,19,2,77
"Gerber Graduates Finger Snacks Cereal, baby food",421,10,6,77
"Crackers, melba toast, plain",390,3,12,77
"Corn flour, masa, enriched, white",363,4,8,77
"Crackers, melba toast, rye (includes pumpernickel)",389,3,12,77
"Corn flour, whole-grain, white",361,4,7,77
"Corn flour, masa, unenriched, white",363,4,8,77
"Couscous, dry",376,1,13,77
"Wheat, hard white",342,2,11,76
"Wheat flour, white, all-purpose, unenriched",364,1,10,76
"Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies",443,15,3,76
"Wheat, puffed, plain",366,2,16,76
"Coffee, instant, decaffeinated, not reconstituted",351,0,12,76
"Wheat flour, white (industrial), 10% protein, unbleached, enriched",366,1,10,76
"Syrups, corn, high-fructose",281,0,0,76
"Wheat flour, white, all-purpose, enriched, bleached",364,1,10,76
"Wheat flour, white, all-purpose, enriched, calcium-fortified",364,1,10,76
"Beverages, coffee, instant, decaffeinated, powder",351,0,12,76
"Sweetener, syrup, agave",310,0,0,76
"Bulgur, dry",342,1,12,76
Toasted oat cereal,357,5,11,76
"Blue Agave liquid sweetener, sugar substitute",310,0,0,76
"Wheat flour, white (industrial), 10% protein, bleached, unenriched",366,1,10,76
"Wheat flour, white, all-purpose, enriched, unbleached",364,1,10,76
"Bread, stuffing, dry mix",386,3,11,76
"Wheat flour, white (industrial), 10% protein, bleached, enriched",366,1,10,76
"RICE-A-RONI, chicken flavor, unprepared",356,1,11,76
"Cracker, 100% whole wheat, reduced fat",416,8,11,76
Reese's Peanut Butter Puffs cereal,413,11,7,76
"Crackers, melba toast, wheat",374,2,13,76
Malt-O-Meal Puffed Wheat,366,2,16,76
"Multigrain mixture, pretzels, cereal and/or crackers, nuts",428,10,9,76
"Nabisco, Nabisco Grahams Crackers",424,10,7,76
"Fruit & Fibre (fiber) with dates, raisins, and walnuts",385,6,7,76
Alpen,352,3,11,76
"Rice and vermicelli mix, beef flavor, unprepared",359,1,11,76
"Fudge, chocolate",411,10,2,76
"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",474,18,2,76
"Fruit & Fibre (fiber), NFS",385,6,7,76
Rye grain,338,2,10,76
"Rice, brown, medium-grain, raw (Includes foods for USDA's Food Distribution Program)",362,3,8,76
"Rice flour, brown",363,3,7,76
"Rice and vermicelli mix, rice pilaf flavor, unprepared",359,1,10,76
"Crackers, whole-wheat, reduced fat",416,8,11,76
"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",367,3,8,76
"Cookie, shortbread, reduced fat",451,14,5,76
"Archway Home Style Cookies, Reduced Fat Ginger Snaps",424,11,5,76
"Popcorn, popped in oil, lowfat, reduced sodium",402,6,11,76
"Continental Mills, Krusteaz Almond Poppyseed Muffin Mix, Artificially Flavored, dry",418,10,6,76
"Cookie, gluten free",474,18,2,76
"Cookie, teething, baby",392,4,11,76
"Spanish rice mix, dry mix, unprepared",363,2,11,76
"Cookie, chocolate sandwich, reduced fat",436,13,3,76
"Wild rice, raw",357,1,15,75
"Yogurt covered fruit snacks candy rolls, with high vitamin C",359,7,0,75
"Yellow rice with seasoning, dry packet mix, unprepared",343,2,7,75
"Babyfood, cookies, arrowroot",424,10,8,75
"Rye flour, medium",349,2,11,75
"Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows",400,15,3,75
Millet flour,382,4,11,75
"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",481,19,2,75
Grape-Nuts Trail Mix Crunch,412,10,10,75
"100 % Natural Cereal, with oats, honey and raisins, Quaker",412,10,10,75
"Fudge, vanilla, with nuts",435,14,3,75
"Pasta, dry, unenriched",371,2,13,75
Molasses,290,0,0,75
"Muesli, dried fruit and nuts (formerly Muesli with raisins, dates, and almonds)",355,5,9,75
"Buckwheat groats, roasted, dry",346,3,12,75
"Wheat, soft white",340,2,11,75
"Mushrooms, shiitake, dried",296,1,10,75
"Noodles, japanese, soba, dry",336,1,14,75
"Mueslix cereal, NFS",355,5,9,75
"Organic Flax Plus, Nature's Path",350,5,12,75
"Pasta, dry, enriched",371,2,13,75
"Cake, gingerbread, dry mix",437,14,4,75
"Leeks, (bulb and lower-leaf portion), freeze-dried",321,2,15,75
"Macaroni, vegetable, enriched, dry",367,1,13,75
"Papaya, dried",296,1,2,75
"Marshmallow, chocolate covered",375,10,2,75
Quaker Oat Bran Cereal,372,5,12,75
"Beverages, coffee, instant, regular, powder",353,0,12,75
Tomato powder,302,0,13,75
Sorghum syrup,290,0,0,75
"Syrups, sorghum",290,0,0,75
"Candies, fudge, vanilla with nuts",435,14,3,75
"Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix",400,15,3,75
"Spaghetti, spinach, dry",372,2,13,75
"Spices, bay leaf",313,8,8,75
Barley flour or meal,345,2,10,75
"Cornmeal, yellow, self-rising, degermed, enriched",355,2,8,75
Clif Kids Organic Zbar,409,10,6,75
"Cornmeal, white, self-rising, degermed, enriched",355,2,8,75
"Coffee, instant, not reconstituted",353,0,12,75
Total,320,2,8,75
"Cream substitute, flavored, powdered",482,21,1,75
"Snack bar, oatmeal",389,7,7,75
Sweet potato paste,294,0,0,75
"Cream substitute, sugar free, flavored, powder",482,21,1,75
Date,282,0,2,75
"Coconut candy, Puerto Rican style",408,14,1,75
"Wheat flour, white, all-purpose, self-rising, enriched",354,1,10,74
"Wheat, soft red winter",331,2,10,74
Nature Valley Chewy Granola Bar with Yogurt Coating,423,11,6,74
"Pancakes, plain, dry mix, incomplete (includes buttermilk)",355,2,10,74
"Noodles, japanese, somen, dry",356,1,11,74
"Wheat flour, whole-grain, soft wheat",332,2,10,74
"Pancakes, plain, dry mix, complete (includes buttermilk)",368,3,10,74
"Cookie, vanilla wafer, reduced fat",441,15,5,74
"Oatmeal cereal with fruit, baby food, dry, instant, toddler",402,7,10,74
"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted",460,16,5,74
"Cookie, Lebkuchen",430,13,6,74
"Cookie, animal",446,14,7,74
Zwieback,426,10,10,74
"Glutino, Gluten Free Wafers, Lemon Flavored",515,24,0,74
"Potatoes, scalloped, dry mix, unprepared",358,5,8,74
"Potatoes, au gratin, dry mix, unprepared",314,4,9,74
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",448,13,8,74
"Pancakes, special dietary, dry mix",349,1,9,74
"Whey, sweet, dry",353,1,13,74
"Whey, sweet, dried",353,1,13,74
"Cookie, molasses",430,13,6,74
"Cookie, fruit, baby food",435,13,7,74
"Pasta mix, Italian lasagna, unprepared",356,2,11,74
"Beverages, coffee, instant, mocha, sweetened",460,16,5,74
"Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes",305,1,5,74
"Crackers, saltines, low salt (includes oyster, soda, soup)",421,9,10,74
"Rice mix, cheese flavor, dry mix, unprepared",362,4,9,74
"Wheat flour, white (industrial), 11.5% protein, bleached, enriched",363,1,12,74
"Wheat flour, white (industrial), 11.5% protein, bleached, unenriched",363,1,12,74
"Candies, soft fruit and nut squares",390,10,2,74
"Crackers, saltine, low sodium",421,9,10,74
"Crackers, saltines (includes oyster, soda, soup)",418,9,9,74
"Wheat flour, white (industrial), 11.5% protein, unbleached, enriched",363,1,12,74
"Frostings, vanilla, creamy, dry mix, prepared with margarine",413,13,0,74
"Snack cake, not chocolate, with icing or filling, reduced fat and calories",412,11,4,74
"Slim Fast Shake Mix, sugar free, powder",448,13,8,74
"Slim Fast Shake Mix, powder",448,13,8,74
"Croutons, plain",407,7,12,74
"Great Grains, Raisin, Date, and Pecan Whole Grain Cereal, Post",378,7,8,74
Familia,388,6,10,74
"Currants, dried",283,0,4,74
"Corn grain, white",365,5,9,74
"Corn flour, whole-grain, blue (harina de maiz morado)",364,5,9,74
"Corn grain, yellow",365,5,9,74
Meringues,322,0,7,74
"Cookies, molasses",430,13,6,74
"Cookies, animal crackers (includes arrowroot, tea biscuits)",446,14,7,74
Soft fruit confections,390,10,2,74
"Cookies, vanilla wafers, lower fat",441,15,5,74
"Crackers, saltine",418,9,9,74
"Crackers, rye, wafers, seasoned",381,9,9,74
"Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",412,11,4,74
Zwieback toast,426,10,10,74
"Cake, carrot, diet",412,11,4,74
"Cracker, snack, reduced fat, reduced sodium",421,9,10,74
"Crackers, oyster",418,9,9,74
"Crackers, Cuban",430,13,6,74
"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",402,7,10,74
"100% Natural Cereal, plain, Quaker",421,12,11,74
Anisette toast,426,10,10,74
"Babyfood, cookie, baby, fruit",435,13,7,74
All-Bran,259,5,13,74
Apple chips,460,22,1,74
"Wheat flour, white, bread, enriched",361,2,12,73
"Wheat flours, bread, unenriched",361,2,12,73
"Great Grains Double Pecan Whole Grain Cereal, Post",403,10,9,73
"Cream substitute, fat free, powder",431,16,2,73
Cheerios,376,7,12,73
Guava paste,282,0,0,73
"Cookies, chocolate chip, commercially prepared, special dietary",450,17,4,73
Malt-O-Meal Toasted Oat Cereal,376,7,12,73
"Cookies, chocolate wafers",433,14,7,73
Kellogg's Special K bar,409,9,9,73
"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",352,3,14,73
"Barley, hulled",354,2,12,73
"Whey, acid, dried",339,1,12,73
"Spices, garlic powder",331,1,17,73
"Kraft, Stove Top Stuffing Mix Chicken Flavor",381,4,13,73
"Cookie, vanilla wafer",455,16,5,73
"Cookie, chocolate chip, sugar free",450,17,4,73
"Candies, NESTLE, BUTTERFINGER Bar",459,19,5,73
M&M's Pretzel Chocolate Candies,447,15,5,73
"Babyfood, cereal, oatmeal, dry fortified",394,6,11,73
"Cookie, chocolate wafer",433,14,7,73
"Cookie, chocolate or fudge",433,14,7,73
Special K,377,2,18,73
"Cream substitute, fat free, flavored, powder",431,16,2,73
"Triticale flour, whole-grain",338,2,13,73
"Candies, M&M MARS Pretzel Chocolate Candies",447,15,5,73
"Cereal, NFS",376,7,12,73
"Cookies, vanilla wafers, higher fat",455,16,5,73
"Cornmeal, white, self-rising, bolted, with wheat flour added, enriched",348,3,8,73
"Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriched",348,3,8,73
"Cookie, butter or sugar, with icing or filling other than chocolate",430,15,3,73
"Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dry",362,3,14,73
Butterfinger,459,19,5,73
"Beverages, coffee, instant, regular, half the caffeine",352,0,14,73
"Oatmeal cereal, baby food, dry, instant",394,6,11,73
Rice paper,329,1,5,73
"Caramel candy, chocolate covered",417,13,5,73
"Snacks, crisped rice bar, chocolate chip",404,14,5,73
"Raisins, yogurt covered",393,12,4,73
"Toaster pastries, brown-sugar-cinnamon",370,8,4,73
"Crackers, water biscuits",384,7,7,73
"Teff, uncooked",367,2,13,73
"Semolina, enriched",360,1,13,73
"Semolina, unenriched",360,1,13,73
"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",409,11,5,73
"Oat cereal, NFS",376,7,12,73
"Muffins, wheat bran, dry mix",396,12,7,73
"Millet, raw",378,4,11,73
"Breakfast bar, cereal crust with fruit filling, lowfat",377,8,4,73
"Salty snacks, corn or cornmeal base, tortilla chips, light (baked with less oil)",465,15,9,73
"Caramel, all flavors, sugar free",432,14,2,73
"Cream substitute, light, powdered",431,16,2,73
"Fungi, Cloud ears, dried",284,1,9,73
"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",361,3,13,73
"Coffee, instant, 50% less caffeine, not reconstituted",352,0,14,73
"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",390,5,13,73
"Breakfast bar, NFS",377,8,4,73
"Marshmallow, coconut-coated",332,5,2,72
"Popcorn, popped in oil, lowfat",424,10,13,72
"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",359,7,1,72
"Spices, allspice, ground",263,9,6,72
"Crackers, saltines, unsalted tops (includes oyster, soda, soup)",434,12,9,72
"Cookie, vanilla sandwich",483,20,4,72
Breakfast tart,385,9,4,72
"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies",475,19,4,72
"Crackers, wheat, reduced fat",444,13,9,72
"Cookies, vanilla sandwich with creme filling",483,20,4,72
"Archway Home Style Cookies, Old Fashioned Windmill Cookies",468,18,5,72
"Bread stick, hard, low sodium",431,11,11,72
"Spices, ginger, ground",335,4,9,72
Triticale,336,2,13,72
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",385,9,4,72
"Frostings, chocolate, creamy, dry mix, prepared with butter",408,13,1,72
"Syrups, table blends, pancake, with butter",291,0,0,72
"Pretzel, yogurt-covered",457,16,8,72
Nature Valley Chewy Trail Mix Granola Bar,415,11,6,72
Milk 'n Cereal bar,413,11,6,72
"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",340,2,13,72
"Snacks, granola bars, hard, chocolate chip",438,16,7,72
"Pasta mix, classic cheeseburger macaroni, unprepared",349,2,12,72
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",499,22,3,72
"Wheat flour, white (industrial), 13% protein, bleached, enriched",362,1,13,72
"Hot chocolate / Cocoa, dry mix, no sugar added, not reconstituted",377,3,15,72
"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",407,9,8,72
"Keebler, Keebler Chocolate Graham SELECTS",465,17,7,72
"Beverages, Cocoa mix, no sugar added, powder",377,3,15,72
"Crackers, milk",446,14,8,72
"Cheese puffs and twists, corn based, baked, low fat",432,12,8,72
"Nuts, ginkgo nuts, dried",348,2,10,72
Buckwheat,343,3,13,72
"Snacks, cornnuts, barbecue-flavor",436,14,9,72
"Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies",463,18,3,72
"Salty snacks, corn based puffs and twists, cheese puffs and twists, lowfat",432,12,8,72
"Crackers, graham, sandwich-type, with filling",483,20,4,72
"Pasta mix, classic beef, unprepared",354,2,12,72
Sorghum grain,329,3,11,72
"Frozen daiquiri mix, frozen concentrate, not reconstituted",287,0,0,72
"White potato skins, with adhering flesh, fried",418,12,7,72
Buttered blends syrup,291,0,0,72
"Wheat flour, white (industrial), 13% protein, bleached, unenriched",362,1,13,72
"Bread, crumbs, dry, grated, plain",395,5,13,72
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted",435,12,9,72
"Cracker, snack, reduced fat",444,13,9,72
"Crackers, rusk toast",407,7,14,72
"Snacks, KRAFT, CORNNUTS, plain",446,16,8,72
"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip",420,13,4,72
"Cookie, sandwich-type, not chocolate or vanilla",483,20,4,72
"Salty snacks, corn or cornmeal base, nuts or nuggets, toasted",446,16,8,72
"Snacks, tortilla chips, nacho-flavor, reduced fat",445,15,9,72
"Cookie, rugelach",348,7,4,71
"Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow",427,16,6,71
"Crackers, wheat, regular",455,16,7,71
"Frostings, chocolate, creamy, dry mix, prepared with margarine",404,13,1,71
Sixlets,492,21,4,71
"Pancakes, buckwheat, dry mix, incomplete",340,3,11,71
"Syrups, malt",318,0,6,71
"Pancakes, whole-wheat, dry mix, incomplete",344,2,13,71
"Noodles, egg, dry, unenriched",384,4,14,71
"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted",440,13,9,71
"Cookie, fig bar",348,7,4,71
"Nougat, with caramel, chocolate covered",456,17,4,71
"Cookie, chocolate and vanilla sandwich",464,19,5,71
"Cookie, fruit-filled bar",348,7,4,71
"Cookie, fig bar, fat free",348,7,4,71
"Easter egg, candy coated chocolate",492,21,4,71
"Noodles, egg, dry, enriched",384,4,14,71
"Cookie, chocolate sandwich",464,19,5,71
"Cookie, sugar wafer",502,23,4,71
"Candies, MARS SNACKFOOD US, MILKY WAY Bar",456,17,4,71
"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",350,2,11,71
"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",457,17,8,71
"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",492,21,4,71
"Cookies, fig bars",348,7,4,71
Sugar-coated chocolate discs,492,21,4,71
"Salty snacks, wheat-based, high fiber",455,16,7,71
"Candies, NESTLE, RAISINETS Chocolate Covered Raisins",422,17,4,71
"Casabe, cassava bread",299,1,3,71
"Cookie, fruit-filled bar, fat free",348,7,4,71
"Beverages, Malted drink mix, natural, powder, dairy based.",428,10,14,71
"Candies, NESTLE, 100 GRAND Bar",468,19,2,71
Peanut brittle,486,19,8,71
"Cookies, chocolate sandwich, with creme filling, regular",464,19,5,71
"Pretzels, soft, unsalted",345,3,8,71
"Cookies, sugar wafers with creme filling, regular",502,23,4,71
"Crackers, oat",455,16,7,71
"Crackers, oatmeal",455,16,7,71
M&M's Milk Chocolate Candies (formerly M&M's Plain Chocolate Candies),492,21,4,71
"Crackers, corn",455,16,7,71
"Lychee, dried (lychee nuts)",277,1,4,71
"Breakfast bar, date, with yogurt coating",348,7,4,71
Kashi GOLEAN Crunch,367,6,17,71
"Buckwheat flour, whole-groat",335,3,13,71
"Candies, peanut brittle, prepared-from-recipe",486,19,8,71
"Wheat, durum",339,2,14,71
"Crackers, toast thins (rye, pumpernickel, white flour)",455,16,7,71
"Archway Home Style Cookies, Old Fashioned Molasses",406,12,4,71
"White potato, chips, restructured, baked",469,18,5,71
"Wheat, KAMUT khorasan, uncooked",337,2,15,71
"Candies, fudge, chocolate marshmallow, prepared-from-recipe",453,17,2,71
"Popovers, dry mix, unenriched",371,4,10,71
Banana Nut Crunch Cereal (Post),390,9,10,71
"Wheat, hard red winter",327,2,13,71
"Beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",440,13,9,71
"Crackers, wheat",455,16,7,71
"Macaroni or noodles with cheese, microwaveable, unprepared",388,7,11,71
100 GRAND Bar,468,19,2,71
"Yogurt and fruit snack, baby food",429,4,14,71
Marie biscuit,406,11,7,71
MILKY WAY Bar,456,17,4,71
"Popovers, dry mix, enriched",371,4,10,71
"Fudge, chocolate, chocolate-coated",448,16,4,71
MILKY WAY MIDNIGHT Bar (formerly MILKY WAY DARK Bar),443,18,3,71
"Wheat flour, white (industrial), 15% protein, bleached, enriched",362,1,15,70
Maple and corn and/or cane pancake syrup blends (formerly Corn and maple syrup (2% maple)),265,0,0,70
"Wheat flour, white (industrial), 15% protein, bleached, unenriched",362,1,15,70
"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",418,12,7,70
"Pretzel, hard, chocolate-coated",467,18,7,70
"Noodles, egg, spinach, enriched, dry",382,5,15,70
"Spelt, uncooked",338,2,15,70
"Nabisco, Nabisco Oreo Crunchies, Cookie Crumb Topping",476,22,5,70
"Cookies, animal, with frosting or icing",509,24,3,70
"Cornmeal, yellow, self-rising, bolted, plain, enriched",334,3,8,70
"Pineapple, dried",269,0,2,70
Cracklin' Oat Bran,395,14,9,70
PowerBar,363,3,14,70
"Cracker, 100% whole wheat",427,14,11,70
"Cornmeal, white, self-rising, bolted, plain, enriched",334,3,8,70
"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",418,12,7,70
Jellies,266,0,0,70
"Pear, dried, uncooked",262,1,2,70
"Syrup, NFS",265,0,0,70
Fiber One Chewy Bar,350,10,5,70
"Jelly, all flavors",266,0,0,70
"Pasta mix, Italian four cheese lasagna, unprepared",355,3,13,70
"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",388,10,4,70
Quaker Chewy Granola Bar,418,17,6,70
"Cookie, oatmeal, sugar free",449,18,5,70
"Peppers, hot chile, sun-dried",324,6,11,70
"Pancake syrup, NFS",265,0,0,70
"Syrups, table blends, pancake, with 2% maple",265,0,0,70
"Syrups, table blends, pancake, with 2% maple, with added potassium",265,0,0,70
"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",379,5,14,70
"Cookie, animal, with frosting or icing",509,24,3,70
"Caramel, with nuts",412,14,6,70
"Cookies, oatmeal, commercially prepared, special dietary",449,18,5,70
"Crackers, whole-wheat",427,14,11,70
"Snacks, granola bars, soft, uncoated, chocolate chip",418,17,6,70
"Granola bar, high fiber, coated with non-chocolate yogurt coating",350,10,5,70
"Cookies, oatmeal, soft, with raisins",430,14,6,70
"Babyfood, cereal, oatmeal, with honey, dry",391,7,14,69
"Babyfood, cereal, barley, dry fortified",376,7,13,69
"Archway Home Style Cookies, Molasses",403,12,4,69
Jams and preserves,278,0,0,69
"Cookie, oatmeal",450,18,6,69
"Jam, preserves, all flavors",278,0,0,69
"Cookie, graham cracker with chocolate and marshmallow",465,19,6,69
"Cookie, oatmeal, with chocolate and peanut butter (no-bake)",450,18,6,69
"Cereal bar with fruit filling, baby food",344,5,5,69
"Cracker, multigrain, low sodium",443,17,9,69
"Barley cereal, baby food, dry, instant",376,7,13,69
"Rye flour, dark",325,2,16,69
"Cookie, pumpkin",450,18,6,69
Lemon pie filling,345,7,5,69
"Cookie, chocolate, made with oatmeal and coconut (no-bake)",450,18,6,69
"Snack cake, chocolate, with icing or filling, reduced fat and calories",409,13,4,69
"Cookie, oatmeal, with raisins",450,18,6,69
